Provider,PotentialFraud,IP_TotalClaims,IP_TotalReimbursed,IP_AvgReimbursed,IP_MaxReimbursed,IP_AvgLOS,IP_MaxLOS,IP_AvgDiagnosisCount,IP_AvgProcedureCount,IP_AvgDeductible,IP_UniquePatients,IP_UniqueAttendingPhysicians,IP_UniqueOperatingPhysicians,IP_AvgPatientAge,IP_AvgChronicConds,IP_DeadPatientCount,IP_AvgClaimDuration,IP_TotalDeductible,OP_TotalClaims,OP_TotalReimbursed,OP_AvgReimbursed,OP_MaxReimbursed,OP_AvgDiagnosisCount,OP_AvgProcedureCount,OP_AvgDeductible,OP_UniquePatients,OP_UniqueAttendingPhysicians,OP_UniqueOperatingPhysicians,OP_AvgPatientAge,OP_AvgChronicConds,OP_DeadPatientCount,OP_AvgClaimDuration,OP_TotalDeductible,IP_ReimbursedPerPatient,OP_ReimbursedPerPatient,IP_ClaimsPerPatient,OP_ClaimsPerPatient,TotalClaims,TotalReimbursed,TotalUniquePatients
PRV52266,0,37.0,460400.0,12443.243243243243,57000.0,7.702702702702703,30.0,8.135135135135135,0.7567567567567568,1068.0,30.0,2.0,2.0,70.45945945945945,6.0,0.0,7.45945945945946,37380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14851.612903225807,0.0,1.1935483870967742,0.0,37.0,460400.0,30.0
PRV52267,0,10.0,78900.0,7890.0,15000.0,4.9,13.0,7.9,1.1,1068.0,10.0,4.0,2.0,79.4,5.4,0.0,4.9,10680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7172.727272727273,0.0,0.9090909090909091,0.0,10.0,78900.0,10.0
PRV52271,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3760.0,197.89473684210526,1900.0,2.263157894736842,0.0,2.6315789473684212,19.0,1.0,1.0,73.0,4.578947368421052,0.0,1.105263157894737,50.0,0.0,188.0,0.0,0.95,19.0,3760.0,19.0
PRV52272,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4210.0,526.25,3300.0,3.0,0.0,0.0,8.0,1.0,0.0,80.0,5.125,0.0,0.0,0.0,0.0,467.77777777777777,0.0,0.8888888888888888,8.0,4210.0,8.0
PRV52273,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4380.0,398.1818181818182,2700.0,1.3636363636363635,0.0,3.6363636363636362,11.0,8.0,2.0,69.0,5.909090909090909,0.0,0.0,40.0,0.0,365.0,0.0,0.9166666666666666,11.0,4380.0,11.0
PRV52274,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,7800.0,205.26315789473685,1200.0,2.8947368421052633,0.0,0.2631578947368421,17.0,2.0,2.0,78.23684210526316,4.131578947368421,0.0,0.7368421052631579,10.0,0.0,433.3333333333333,0.0,2.111111111111111,38.0,7800.0,17.0
PRV52275,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,27220.0,269.5049504950495,3300.0,2.8613861386138613,0.0,2.6732673267326734,57.0,1.0,1.0,74.32673267326733,4.891089108910891,2.0,0.9603960396039604,270.0,0.0,469.3103448275862,0.0,1.7413793103448276,101.0,27220.0,57.0
PRV52276,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,17750.0,261.02941176470586,2300.0,3.073529411764706,0.0,4.852941176470588,62.0,1.0,1.0,73.95588235294117,4.1911764705882355,0.0,1.4558823529411764,330.0,0.0,281.74603174603175,0.0,1.0793650793650793,68.0,17750.0,62.0
PRV52278,0,16.0,235000.0,14687.5,57000.0,5.6875,14.0,7.4375,0.5625,1068.0,16.0,4.0,4.0,79.0625,5.8125,0.0,5.6875,17088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13823.529411764706,0.0,0.9411764705882353,0.0,16.0,235000.0,16.0
PRV52279,0,82.0,783000.0,9548.780487804877,57000.0,5.573170731707317,35.0,7.963414634146342,0.573170731707317,1068.0,76.0,2.0,2.0,72.28048780487805,6.146341463414634,1.0,5.548780487804878,85440.0,1.0,300.0,300.0,300.0,4.0,0.0,0.0,1.0,1.0,0.0,59.0,4.0,0.0,0.0,0.0,10168.83116883117,150.0,1.0649350649350648,0.5,83.0,783300.0,77.0
PRV52280,1,41.0,395000.0,9634.146341463415,34000.0,7.2682926829268295,30.0,8.170731707317072,0.7560975609756098,1068.0,38.0,4.0,5.0,74.92682926829268,5.414634146341464,0.0,7.2682926829268295,42720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10128.205128205129,0.0,1.0512820512820513,0.0,41.0,395000.0,38.0
PRV52281,0,41.0,408000.0,9951.219512195123,44000.0,4.7560975609756095,15.0,7.585365853658536,0.8292682926829268,1068.0,41.0,2.0,1.0,75.51219512195122,5.682926829268292,0.0,4.7560975609756095,43788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9714.285714285714,0.0,0.9761904761904762,0.0,41.0,408000.0,41.0
PRV52282,0,6.0,77000.0,12833.333333333334,23000.0,6.0,10.0,8.333333333333334,1.1666666666666667,1068.0,6.0,1.0,1.0,74.0,5.666666666666667,0.0,6.0,5340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000.0,0.0,0.8571428571428571,0.0,6.0,77000.0,6.0
PRV52283,1,66.0,594700.0,9010.60606060606,61000.0,4.9393939393939394,19.0,8.272727272727273,0.696969696969697,1068.0,54.0,4.0,2.0,73.46969696969697,6.151515151515151,2.0,4.9393939393939394,69420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10812.727272727272,0.0,1.2,0.0,66.0,594700.0,54.0
PRV52284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,5320.0,136.4102564102564,500.0,2.8974358974358974,0.0,4.615384615384615,32.0,1.0,1.0,72.66666666666667,4.589743589743589,0.0,1.7179487179487178,180.0,0.0,161.21212121212122,0.0,1.1818181818181819,39.0,5320.0,32.0
PRV52285,0,19.0,144000.0,7578.9473684210525,30000.0,5.894736842105263,35.0,7.7894736842105265,0.47368421052631576,1068.0,19.0,4.0,2.0,79.84210526315789,5.2631578947368425,0.0,5.894736842105263,19224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7200.0,0.0,0.95,0.0,19.0,144000.0,19.0
PRV52286,0,5.0,90000.0,18000.0,44000.0,3.4,5.0,7.6,1.0,1068.0,5.0,2.0,1.0,72.8,5.2,0.0,3.4,5340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.8333333333333334,0.0,5.0,90000.0,5.0
PRV52288,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2810.0,216.15384615384616,1100.0,2.5384615384615383,0.0,0.0,12.0,1.0,1.0,78.53846153846153,5.076923076923077,0.0,0.07692307692307693,0.0,0.0,216.15384615384616,0.0,1.0,13.0,2810.0,12.0
PRV52289,0,4.0,18000.0,4500.0,7000.0,3.25,4.0,7.5,0.25,1068.0,4.0,1.0,1.0,76.5,5.0,0.0,3.25,4272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,0.0,0.8,0.0,4.0,18000.0,4.0
PRV52290,0,10.0,68000.0,6800.0,10000.0,3.1,9.0,8.9,0.5,1068.0,10.0,3.0,3.0,79.2,5.9,0.0,3.1,10680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6181.818181818182,0.0,0.9090909090909091,0.0,10.0,68000.0,10.0
PRV52291,0,17.0,128000.0,7529.411764705882,23000.0,4.647058823529412,13.0,8.294117647058824,0.7647058823529411,1068.0,16.0,1.0,1.0,73.58823529411765,5.529411764705882,1.0,4.647058823529412,18156.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,67.0,2.0,0.0,0.0,0.0,7529.411764705882,0.0,1.0,0.5,18.0,128000.0,17.0
PRV52292,1,25.0,303000.0,12120.0,34000.0,7.2,26.0,7.64,0.88,1068.0,25.0,3.0,5.0,75.36,5.6,0.0,7.2,26700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11653.846153846154,0.0,0.9615384615384616,0.0,25.0,303000.0,25.0
PRV52293,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4170.0,595.7142857142857,3300.0,2.857142857142857,0.0,0.0,7.0,2.0,2.0,81.42857142857143,3.857142857142857,0.0,3.0,0.0,0.0,521.25,0.0,0.875,7.0,4170.0,7.0
PRV52294,0,7.0,54000.0,7714.285714285715,15000.0,4.571428571428571,9.0,8.0,1.0,1068.0,7.0,1.0,1.0,79.42857142857143,5.428571428571429,0.0,4.571428571428571,7476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6750.0,0.0,0.875,0.0,7.0,54000.0,7.0
PRV52295,0,5.0,19000.0,3800.0,5000.0,5.2,12.0,8.0,0.4,1068.0,5.0,3.0,2.0,81.6,4.0,0.0,5.2,5340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3166.6666666666665,0.0,0.8333333333333334,0.0,5.0,19000.0,5.0
PRV52296,0,2.0,12000.0,6000.0,10000.0,3.5,5.0,9.5,0.5,1068.0,2.0,1.0,1.0,91.0,4.0,0.0,3.5,2136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0.6666666666666666,0.0,2.0,12000.0,2.0
PRV52298,0,9.0,93000.0,10333.333333333334,44000.0,3.2222222222222223,7.0,7.777777777777778,0.7777777777777778,1068.0,7.0,3.0,4.0,78.77777777777777,5.666666666666667,0.0,3.2222222222222223,8544.0,209.0,60300.0,288.51674641148327,3300.0,2.77511961722488,0.0,2.15311004784689,143.0,19.0,14.0,72.48803827751196,4.62200956937799,1.0,1.6842105263157894,450.0,11625.0,418.75,1.125,1.4513888888888888,218.0,153300.0,150.0
PRV52299,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0,157140.0,261.46422628951746,11200.0,2.579034941763727,0.0,2.4459234608985025,255.0,7.0,7.0,72.41098169717138,4.450915141430948,0.0,1.194675540765391,1470.0,0.0,613.828125,0.0,2.34765625,601.0,157140.0,255.0
PRV52300,0,3.0,55000.0,18333.333333333332,31000.0,5.666666666666667,9.0,6.0,2.0,1068.0,3.0,2.0,1.0,88.0,5.333333333333333,0.0,5.666666666666667,3204.0,18.0,4160.0,231.11111111111111,2700.0,2.2222222222222223,0.0,1.1111111111111112,17.0,11.0,1.0,78.77777777777777,4.777777777777778,0.0,2.2777777777777777,20.0,13750.0,231.11111111111111,0.75,1.0,21.0,59160.0,20.0
PRV52302,0,11.0,127000.0,11545.454545454546,57000.0,5.818181818181818,21.0,8.090909090909092,1.0,1068.0,8.0,3.0,2.0,71.54545454545455,6.181818181818182,2.0,5.818181818181818,10680.0,35.0,9280.0,265.14285714285717,2200.0,2.057142857142857,0.0,0.0,25.0,10.0,5.0,73.45714285714286,4.514285714285714,2.0,1.0285714285714285,0.0,14111.111111111111,356.9230769230769,1.2222222222222223,1.3461538461538463,46.0,136280.0,33.0
PRV52303,0,23.0,258000.0,11217.391304347826,57000.0,4.304347826086956,11.0,7.130434782608695,0.4782608695652174,1068.0,23.0,16.0,6.0,70.73913043478261,5.304347826086956,0.0,4.304347826086956,23496.0,369.0,89340.0,242.1138211382114,3300.0,2.6720867208672088,0.0,3.116531165311653,294.0,144.0,56.0,74.08943089430895,4.639566395663957,1.0,0.9728997289972899,1150.0,10750.0,302.8474576271187,0.9583333333333334,1.2508474576271187,392.0,347340.0,317.0
PRV52304,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,63120.0,343.04347826086956,6300.0,2.5652173913043477,0.0,4.293478260869565,88.0,41.0,20.0,71.84782608695652,4.608695652173913,4.0,1.2554347826086956,790.0,0.0,709.2134831460675,0.0,2.067415730337079,184.0,63120.0,88.0
PRV52306,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7030.0,468.6666666666667,2400.0,2.533333333333333,0.0,0.0,15.0,11.0,3.0,72.06666666666666,4.0,0.0,0.5333333333333333,0.0,0.0,439.375,0.0,0.9375,15.0,7030.0,15.0
PRV52307,1,53.0,770000.0,14528.301886792453,63000.0,5.60377358490566,23.0,8.18867924528302,0.6226415094339622,1068.0,52.0,41.0,26.0,72.24528301886792,5.283018867924528,1.0,5.60377358490566,54468.0,122.0,36460.0,298.8524590163934,3400.0,2.778688524590164,0.0,2.9508196721311477,116.0,70.0,16.0,73.77868852459017,4.10655737704918,1.0,1.360655737704918,360.0,14528.301886792453,311.62393162393164,1.0,1.0427350427350428,175.0,806460.0,168.0
PRV52308,1,40.0,364700.0,9117.5,44000.0,4.8,19.0,8.25,0.7,1068.0,32.0,16.0,16.0,67.425,6.05,1.0,4.8,42720.0,47.0,10060.0,214.04255319148936,3300.0,2.6595744680851063,0.0,2.5531914893617023,40.0,28.0,8.0,72.70212765957447,4.148936170212766,3.0,1.3829787234042554,120.0,11051.515151515152,245.3658536585366,1.2121212121212122,1.146341463414634,87.0,374760.0,72.0
PRV52309,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,45340.0,266.70588235294116,3300.0,2.7411764705882353,0.0,1.2352941176470589,88.0,4.0,4.0,71.44705882352942,4.547058823529412,0.0,1.9470588235294117,210.0,0.0,509.438202247191,0.0,1.9101123595505618,170.0,45340.0,88.0
PRV52310,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,106790.0,235.2202643171806,5200.0,2.55726872246696,0.0,3.303964757709251,190.0,3.0,4.0,71.77092511013215,4.081497797356828,0.0,0.8524229074889867,1500.0,0.0,559.109947643979,0.0,2.3769633507853403,454.0,106790.0,190.0
PRV52311,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,7770.0,277.5,1200.0,2.607142857142857,0.0,0.0,23.0,16.0,3.0,69.82142857142857,3.7142857142857144,0.0,0.75,0.0,0.0,323.75,0.0,1.1666666666666667,28.0,7770.0,23.0
PRV52312,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,79810.0,372.94392523364485,3200.0,2.621495327102804,0.0,2.5700934579439254,112.0,5.0,5.0,74.22429906542057,4.766355140186916,1.0,1.144859813084112,550.0,0.0,706.2831858407079,0.0,1.8938053097345133,214.0,79810.0,112.0
PRV52313,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0,146700.0,291.07142857142856,4200.0,2.763888888888889,0.0,2.9365079365079363,196.0,7.0,7.0,70.23809523809524,4.910714285714286,11.0,1.626984126984127,1480.0,0.0,744.6700507614213,0.0,2.5583756345177666,504.0,146700.0,196.0
PRV52314,0,40.0,412000.0,10300.0,57000.0,5.825,22.0,8.075,0.8,1068.0,35.0,29.0,22.0,72.825,5.7,0.0,5.825,40584.0,183.0,43180.0,235.95628415300547,3300.0,2.4863387978142075,0.0,2.7868852459016393,161.0,79.0,32.0,71.22950819672131,4.502732240437158,2.0,1.530054644808743,510.0,11444.444444444445,266.5432098765432,1.1111111111111112,1.1296296296296295,223.0,455180.0,196.0
PRV52315,0,5.0,40000.0,8000.0,15000.0,8.8,30.0,7.6,0.4,1068.0,5.0,5.0,2.0,72.0,6.4,0.0,8.8,5340.0,80.0,21930.0,274.125,2900.0,3.1125,0.0,1.75,61.0,24.0,10.0,72.2125,4.575,0.0,1.1,140.0,6666.666666666667,353.7096774193548,0.8333333333333334,1.2903225806451613,85.0,61930.0,66.0
PRV52317,0,2.0,24000.0,12000.0,12000.0,4.0,5.0,6.0,1.5,1068.0,2.0,2.0,1.0,93.5,5.5,0.0,4.0,2136.0,23.0,4590.0,199.56521739130434,1900.0,2.5217391304347827,0.0,9.130434782608695,19.0,13.0,4.0,72.34782608695652,4.913043478260869,0.0,1.826086956521739,210.0,8000.0,229.5,0.6666666666666666,1.15,25.0,28590.0,21.0
PRV52318,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,10000.0,256.4102564102564,1600.0,2.230769230769231,0.0,2.8205128205128207,37.0,24.0,5.0,73.43589743589743,4.615384615384615,0.0,1.5128205128205128,110.0,0.0,263.1578947368421,0.0,1.0263157894736843,39.0,10000.0,37.0
PRV52319,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,7740.0,258.0,2600.0,2.433333333333333,0.0,2.0,29.0,19.0,5.0,73.1,4.366666666666666,0.0,1.3666666666666667,60.0,0.0,258.0,0.0,1.0,30.0,7740.0,29.0
PRV52320,1,69.0,796000.0,11536.231884057972,57000.0,5.797101449275362,35.0,8.231884057971014,0.6376811594202898,1068.0,62.0,1.0,1.0,69.0,5.550724637681159,0.0,5.797101449275362,72624.0,297.0,78200.0,263.2996632996633,3300.0,2.707070707070707,0.0,2.0202020202020203,233.0,89.0,31.0,70.78451178451178,4.070707070707071,0.0,1.3771043771043772,600.0,12634.920634920634,334.1880341880342,1.0952380952380953,1.2692307692307692,366.0,874200.0,295.0
PRV52321,1,33.0,367000.0,11121.212121212122,46000.0,5.515151515151516,35.0,8.090909090909092,1.0,1068.0,28.0,14.0,16.0,76.51515151515152,5.151515151515151,0.0,5.515151515151516,34176.0,117.0,23230.0,198.54700854700855,2300.0,2.700854700854701,0.0,1.0256410256410255,110.0,42.0,11.0,73.74358974358974,4.948717948717949,1.0,1.1452991452991452,120.0,12655.172413793103,209.27927927927928,1.1379310344827587,1.054054054054054,150.0,390230.0,138.0
PRV52323,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,49770.0,261.94736842105266,3300.0,2.642105263157895,0.0,2.3157894736842106,179.0,73.0,22.0,73.61578947368422,4.589473684210526,1.0,1.1157894736842104,440.0,0.0,276.5,0.0,1.0555555555555556,190.0,49770.0,179.0
PRV52325,1,27.0,255900.0,9477.777777777777,32000.0,6.555555555555555,35.0,8.296296296296296,0.6296296296296297,1068.0,23.0,20.0,12.0,69.4074074074074,6.222222222222222,0.0,6.555555555555555,28836.0,103.0,25900.0,251.45631067961165,3300.0,2.4466019417475726,0.0,1.7475728155339805,94.0,43.0,8.0,72.18446601941747,4.990291262135922,1.0,2.378640776699029,180.0,10662.5,272.63157894736844,1.125,1.0842105263157895,130.0,281800.0,117.0
PRV52326,0,8.0,66000.0,8250.0,16000.0,2.75,5.0,6.0,0.25,1068.0,7.0,1.0,1.0,78.25,6.0,0.0,2.75,8544.0,6.0,4770.0,795.0,3200.0,4.166666666666667,0.0,0.0,6.0,5.0,1.0,74.33333333333333,6.0,0.0,4.666666666666667,0.0,8250.0,681.4285714285714,1.0,0.8571428571428571,14.0,70770.0,13.0
PRV52328,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,19560.0,558.8571428571429,3300.0,3.0,0.0,2.2857142857142856,28.0,15.0,6.0,77.31428571428572,4.428571428571429,0.0,0.9142857142857143,80.0,0.0,674.4827586206897,0.0,1.206896551724138,35.0,19560.0,28.0
PRV52331,0,9.0,55000.0,6111.111111111111,13000.0,5.333333333333333,19.0,7.777777777777778,1.3333333333333333,1068.0,8.0,3.0,2.0,70.22222222222223,4.333333333333333,1.0,5.333333333333333,8544.0,52.0,13430.0,258.2692307692308,2000.0,2.7884615384615383,0.0,4.615384615384615,41.0,24.0,11.0,70.84615384615384,4.25,1.0,0.6346153846153846,240.0,6111.111111111111,319.76190476190476,1.0,1.2380952380952381,61.0,68430.0,49.0
PRV52332,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,20650.0,322.65625,3500.0,2.921875,0.0,3.59375,62.0,46.0,9.0,73.6875,4.53125,1.0,1.484375,230.0,0.0,327.77777777777777,0.0,1.0158730158730158,64.0,20650.0,62.0
PRV52334,0,8.0,93000.0,11625.0,34000.0,4.75,13.0,8.125,1.125,1068.0,8.0,5.0,4.0,72.375,5.875,0.0,4.75,8544.0,59.0,20980.0,355.59322033898303,3300.0,2.7457627118644066,0.0,0.3389830508474576,43.0,31.0,11.0,74.0677966101695,3.7796610169491527,0.0,0.3728813559322034,20.0,10333.333333333334,476.8181818181818,0.8888888888888888,1.3409090909090908,67.0,113980.0,51.0
PRV52335,0,2.0,26000.0,13000.0,22000.0,5.5,7.0,6.5,1.0,1068.0,2.0,1.0,2.0,74.0,4.5,0.0,5.5,2136.0,240.0,83870.0,349.4583333333333,6700.0,2.7041666666666666,0.0,1.6666666666666667,85.0,11.0,8.0,72.60833333333333,4.8875,0.0,1.3625,400.0,8666.666666666666,975.2325581395348,0.6666666666666666,2.7906976744186047,242.0,109870.0,87.0
PRV52336,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,26960.0,313.48837209302326,3300.0,2.6627906976744184,0.0,4.3023255813953485,78.0,20.0,10.0,74.43023255813954,4.313953488372093,2.0,1.302325581395349,370.0,0.0,341.26582278481015,0.0,1.0886075949367089,86.0,26960.0,78.0
PRV52337,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.0,205790.0,266.22250970245796,8100.0,2.570504527813713,0.0,2.4579560155239326,226.0,5.0,3.0,72.52781371280724,4.159120310478655,16.0,1.1746442432082795,1900.0,0.0,906.5638766519824,0.0,3.405286343612335,773.0,205790.0,226.0
PRV52340,1,224.0,2075400.0,9265.17857142857,57000.0,5.419642857142857,35.0,8.035714285714286,0.65625,1068.0,176.0,4.0,4.0,73.06696428571429,5.870535714285714,1.0,5.419642857142857,238164.0,1519.0,464730.0,305.9447004608295,6010.0,2.650427913100724,0.0,2.9163923633969717,624.0,36.0,36.0,71.76892692560895,4.653061224489796,8.0,1.5938117182356815,4430.0,11725.42372881356,743.568,1.265536723163842,2.4304,1743.0,2540130.0,800.0
PRV52341,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,45450.0,336.6666666666667,3300.0,2.3777777777777778,0.0,2.0,122.0,70.0,22.0,71.94814814814815,4.592592592592593,3.0,1.511111111111111,270.0,0.0,369.5121951219512,0.0,1.0975609756097562,135.0,45450.0,122.0
PRV52342,0,51.0,597000.0,11705.882352941177,57000.0,6.607843137254902,26.0,8.156862745098039,0.8823529411764706,1068.0,45.0,5.0,6.0,72.52941176470588,5.352941176470588,0.0,6.607843137254902,53400.0,167.0,55190.0,330.47904191616766,3300.0,2.413173652694611,0.0,2.874251497005988,148.0,73.0,22.0,74.2994011976048,4.485029940119761,0.0,1.311377245508982,480.0,12978.260869565218,370.4026845637584,1.108695652173913,1.1208053691275168,218.0,652190.0,193.0
PRV52343,1,42.0,404200.0,9623.809523809523,34000.0,5.214285714285714,35.0,8.095238095238095,0.6666666666666666,1068.0,38.0,4.0,5.0,72.95238095238095,5.928571428571429,1.0,5.214285714285714,44856.0,219.0,77640.0,354.52054794520546,3300.0,2.5799086757990866,0.0,3.6073059360730593,154.0,6.0,6.0,71.67123287671232,4.5479452054794525,1.0,1.3835616438356164,790.0,10364.102564102564,500.9032258064516,1.0769230769230769,1.4129032258064516,261.0,481840.0,192.0
PRV52344,0,23.0,249000.0,10826.08695652174,22000.0,3.5652173913043477,9.0,8.391304347826088,1.0,1068.0,18.0,1.0,1.0,76.21739130434783,4.956521739130435,0.0,3.5652173913043477,24564.0,107.0,23150.0,216.3551401869159,3300.0,2.5233644859813085,0.0,4.859813084112149,43.0,21.0,11.0,73.07476635514018,4.205607476635514,0.0,0.2523364485981308,520.0,13105.263157894737,526.1363636363636,1.2105263157894737,2.4318181818181817,130.0,272150.0,61.0
PRV52346,0,19.0,201000.0,10578.947368421053,28000.0,5.052631578947368,14.0,8.105263157894736,1.0526315789473684,1068.0,18.0,15.0,10.0,74.6842105263158,5.7368421052631575,0.0,5.052631578947368,18156.0,49.0,16540.0,337.55102040816325,2800.0,2.3877551020408165,0.0,4.6938775510204085,41.0,27.0,8.0,72.36734693877551,4.63265306122449,0.0,1.653061224489796,230.0,10578.947368421053,393.8095238095238,1.0,1.1666666666666667,68.0,217540.0,59.0
PRV52347,1,50.0,626400.0,12528.0,100000.0,5.08,26.0,8.46,0.62,1068.0,46.0,33.0,20.0,74.58,5.86,1.0,5.08,53400.0,347.0,88690.0,255.5907780979827,4500.0,2.645533141210375,0.002881844380403458,4.438040345821325,302.0,89.0,38.0,74.1671469740634,4.605187319884727,3.0,1.7262247838616716,1540.0,13327.659574468085,292.7062706270627,1.0638297872340425,1.1452145214521452,397.0,715090.0,348.0
PRV52348,0,9.0,85000.0,9444.444444444445,22000.0,7.333333333333333,35.0,8.0,0.4444444444444444,1068.0,8.0,2.0,2.0,68.11111111111111,4.111111111111111,0.0,7.333333333333333,9612.0,58.0,17790.0,306.7241379310345,3300.0,2.7241379310344827,0.0,4.482758620689655,32.0,9.0,4.0,75.55172413793103,4.517241379310345,0.0,2.3793103448275863,260.0,9444.444444444445,539.0909090909091,1.0,1.7575757575757576,67.0,102790.0,40.0
